species,J4+n,time,death,censor
fissidentatus,14,16,1,0
fissidentatus,14,16,1,0
fissidentatus,18,20,1,0
fissidentatus,18,20,1,0
fissidentatus,18,20,1,0
fissidentatus,20,22,1,0
fissidentatus,20,22,1,0
fissidentatus,21,23,1,0
fissidentatus,21,23,1,0
fissidentatus,21,23,1,0
fissidentatus,21,23,1,0
fissidentatus,21,23,1,0
fissidentatus,21,23,1,0
fissidentatus,21,23,1,0
fissidentatus,22,24,0,0
fissidentatus,22,24,0,0
fissidentatus,22,24,0,0
fissidentatus,4,6,0,1
fissidentatus,4,6,0,1
fissidentatus,4,6,0,1
fissidentatus,5,7,0,1
fissidentatus,5,7,0,1
fissidentatus,5,7,0,1
fissidentatus,5,7,0,1
fissidentatus,5,7,0,1
fissidentatus,5,7,0,1
fissidentatus,6,8,0,1
fissidentatus,6,8,0,1
fissidentatus,6,8,0,1
fissidentatus,6,8,0,1
fissidentatus,10,12,1,0
fissidentatus,10,12,1,0
fissidentatus,10,12,1,0
fissidentatus,10,12,1,0
fissidentatus,10,12,1,0
fissidentatus,10,12,1,0
fissidentatus,11,13,1,0
fissidentatus,11,13,1,0
fissidentatus,11,13,1,0
fissidentatus,14,16,0,1
fissidentatus,14,16,1,0
fissidentatus,14,16,1,0
fissidentatus,15,17,1,0
fissidentatus,18,20,1,0
fissidentatus,19,21,1,0
fissidentatus,19,21,1,0
fissidentatus,20,22,1,0
fissidentatus,21,23,1,0
fissidentatus,21,23,0,1
fissidentatus,24,26,1,0
fissidentatus,24,26,1,0
fissidentatus,24,26,1,0
fissidentatus,24,26,1,0
fissidentatus,25,27,1,0
fissidentatus,26,28,0,0
fissidentatus,26,28,0,0
fissidentatus,26,28,0,0
fissidentatus,3,5,0,1
fissidentatus,3,5,0,1
fissidentatus,5,7,0,1
fissidentatus,5,7,0,1
fissidentatus,6,8,0,1
fissidentatus,7,9,0,1
fissidentatus,8,10,0,1
fissidentatus,10,12,1,0
fissidentatus,10,12,1,0
fissidentatus,11,13,1,0
fissidentatus,12,14,1,0
fissidentatus,16,18,1,0
fissidentatus,16,18,1,0
fissidentatus,16,18,1,0
fissidentatus,17,19,1,0
fissidentatus,17,19,1,0
fissidentatus,17,19,1,0
fissidentatus,17,19,1,0
fissidentatus,19,21,1,0
fissidentatus,19,21,1,0
fissidentatus,19,21,1,0
fissidentatus,19,21,1,0
fissidentatus,19,21,1,0
fissidentatus,19,21,1,0
fissidentatus,20,22,1,0
fissidentatus,20,22,1,0
fissidentatus,22,24,1,0
fissidentatus,22,24,1,0
fissidentatus,23,25,1,0
fissidentatus,23,25,1,0
fissidentatus,23,25,1,0
fissidentatus,24,26,1,0
fissidentatus,24,26,1,0
fissidentatus,24,26,1,0
fissidentatus,24,26,1,0
fissidentatus,25,27,1,0
fissidentatus,25,27,1,0
fissidentatus,27,29,1,0
fissidentatus,27,29,1,0
fissidentatus,28,30,1,0
fissidentatus,2,4,0,1
fissidentatus,2,4,0,1
fissidentatus,4,6,0,1
fissidentatus,4,6,0,1
fissidentatus,4,6,0,1
fissidentatus,4,6,0,1
fissidentatus,8,10,1,0
fissidentatus,8,10,1,0
fissidentatus,10,12,0,1
fissidentatus,17,19,1,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,20,22,0,0
fissidentatus,1,3,0,1
fissidentatus,1,3,0,1
fissidentatus,3,5,0,1
fissidentatus,3,5,0,1
fissidentatus,3,5,0,1
fissidentatus,3,5,0,1
fissidentatus,3,5,0,1
fissidentatus,3,5,0,1
fissidentatus,4,6,0,1
fissidentatus,4,6,0,1
fissidentatus,4,6,0,1
fissidentatus,4,6,0,1
fissidentatus,4,6,0,1
fissidentatus,4,6,1,0
fissidentatus,5,7,0,1
fissidentatus,5,7,0,1
fissidentatus,5,7,1,0
fissidentatus,7,9,1,0
fissidentatus,7,9,1,0
fissidentatus,7,9,1,0
fissidentatus,7,9,1,0
fissidentatus,11,13,1,0
fissidentatus,11,13,1,0
fissidentatus,14,16,1,0
fissidentatus,14,16,1,0
fissidentatus,14,16,1,0
fissidentatus,16,18,1,0
fissidentatus,16,18,1,0
fissidentatus,16,18,1,0
fissidentatus,16,18,1,0
fissidentatus,16,18,1,0
fissidentatus,18,20,1,0
fissidentatus,22,24,1,0
fissidentatus,22,24,1,0
fissidentatus,22,24,1,0
fissidentatus,22,24,1,0
fissidentatus,22,24,1,0
fissidentatus,25,27,1,0
fissidentatus,25,27,1,0
fissidentatus,25,27,1,0
